classe;ordem;familia;genero;nome_cientifico;nome_comum;categoria;criterio
Mammalia;Cetartiodactyla;Cervidae;Ozotoceros;Ozotoceros bezoarticus;Veado-branco, Veado-campeiro, Veado-galheiro;Menos Preocupante;NA
Mammalia;Cetartiodactyla;Cervidae;Ozotoceros;Ozotoceros bezoarticus bezoarticus;"Veado-campeiro; Veado-branco; Veado-galheiro";Vulnerável;A2c
Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Canguçu, Onça-pintada, Onça-preta;Vulnerável;A2cd
Aves;Galliformes;Cracidae;Pauxi;Pauxi mitu;mutum-do-nordeste;Extinta na Natureza;NA
Aves;Galliformes;Cracidae;Pauxi;Pauxi tomentosa;mutum-do-norte;Menos Preocupante;NA
Aves;Galliformes;Cracidae;Pauxi;Pauxi tuberosa;Mutum-cavalo;Menos Preocupante;NA
Mammalia;Cetartiodactyla;Tayassuidae;Pecari;Pecari tajacu;Caititu, Cateto;Menos Preocupante;NA
Aves;Galliformes;Cracidae;Penelope;Penelope jacquacu;jacu-de-spix;Menos Preocupante;NA
Aves;Galliformes;Cracidae;Penelope;Penelope jacucaca;jacucaca;Vulnerável;A2b
Aves;Galliformes;Cracidae;Penelope;Penelope marail;jacumirim;Menos Preocupante;NA
Aves;Galliformes;Cracidae;Penelope;Penelope obscura;jacuaçu;Menos Preocupante;NA
Aves;Galliformes;Cracidae;Penelope;Penelope ochrogaster;jacu-de-barriga-castanha;Quase Ameaçada;NA
Aves;Galliformes;Cracidae;Penelope;Penelope pileata;jacupiranga;Vulnerável;A2cd
Aves;Galliformes;Cracidae;Penelope;Penelope superciliaris;jacupemba;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Philander;Philander andersoni;Anderson's Four-eyed Opossum, Black Four-eyed Opossum, Comadreja negra de cuatro ojos, Cuíca común, Cuíca-de-quatro-olhos, Mucura-de-quatro-olhos, Opossum Noir, Raposa hevera, Zorro;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Philander;Philander canus;NA;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Philander;Philander mcilhennyi;Carachupa, Cucha gris de cuatro ojos, Cuíca-de-quatro-olhos, Guaiki, Mcilhenny's Four-eyed Opossum, Mucura-de-quatro-olhos, Pericote, Quica opossum, Rabipelao, Rajá, Raposa huevera, Zorro;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Philander;Philander opossum;Carachupa, Cucha gris de cuatro ojos, Cuíca-de-quatro-olhos, Gray Four-eyed Opossum, Guaiki, Mucura-de-quatro-olhos, Pericote, Quica opossum, Rabipelao, Rajá, Raposa huevera, Zorro;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Philander;Philander pebas;NA;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Philander;Philander quica;Carachupa, Cucha gris de cuatro ojos, Cuíca-de-quatro-olhos, Guaiki, Mucura-de-quatro-olhos, Pericote, Quica opossum, Rabipelao, Rajá, Raposa huevera, Southeastern Four-eyed Opossum, Zorro;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys blainvilii;Golden Atlantic Tree-rat, Rato-da-árvore;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys brasiliensis;Orange-brown Atlantic tree-rat, Rato-da-árvore;Em Perigo;B1ab(ii,iii)+2ab(ii,iii)
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys dasythrix;Drab Atlantic Tree-rat, Rato-da-árvore;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys kerri;Kerr’s Atlantic Tree-rat, Rato-da-árvore;Quase Ameaçada;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys lamarum;Pallid Atlantic Tree-rat, Rato-da-árvore;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys lundi;Lund’s Atlantic tree-rat, Rato-da-árvore;Em Perigo;B2ab(iii,iv)
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys mantiqueirensis;Mantiqueira Atlantic Tree-rat, Rato-da-árvore;Dados Insuficientes;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys medius;Long-furred Atlantic Tree-rat, Rato-da-árvore;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys nigrispinus;Black-spined Atlantic Tree-rat, Rato-da-árvore;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys pattoni;Rato-da-árvore, Rusty-sided Atlantic Tree-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys sulinus;Rato-da-árvore, Southern Atlantic Tree-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys thomasi;Giant Atlantic Tree-rat, Rato-da-árvore;Em Perigo;B1ab(iii)
Mammalia;Primates;Pitheciidae;Pithecia;Pithecia albicans;macaco-velho, macaco-voador, Parauacu-branco;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Pithecia;Pithecia chrysocephala;Parauacu-da-cara-branca;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Pithecia;Pithecia irrorata;Macaco-cabeludo, Macaco-velho, Parauacú;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Pithecia;Pithecia monachus;macaco-velho, macaco-voador, parauacu, Parauacu-monge;Menos Preocupante;NA
Mammalia;Primates;Cebidae;Pithecia;Pithecia pithecia;Parauacu-da-cara-branca;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Pithecia;Pithecia vanzolinii;macaco-velho, Parauacu;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus baptista;Zogue-zogue;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus caligatus;Zogue-zogue;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus cinerascens;Zogue-zogue, zogue-zogue cinza escuro;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus cupreus;Zogue-zogue;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus donacophilus;Boca d’água, guigó, sauá, zogue-zogue;Não Aplicável;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus hoffmannsi;Zogue-zogue;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus miltoni;NA;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus moloch;Sauá-de-barriga-vermelha, Sauá-moreno, Zogue-zogue;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus pallescens;sauá e boca-d’água, Zogue-zogue;Dados Insuficientes;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus stephennashi;Zogue-zogue;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus toppini;NA;Menos Preocupante;NA
Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus vieirai;Guigó, Sauá, Zogue-zogue;Menos Preocupante;NA
Mammalia;Carnivora;Procyonidae;Potos;Potos flavus;gatiara, janaú, jupará, Jupará, jurupará e macaco da noite por gogó-de-sola, macaco-janauí/janauaí/januí e miru-miru;Menos Preocupante;NA
Mammalia;Cingulata;Dasypodidae;Priodontes;Priodontes maximus;Tatu-açú, Tatu-canastra;Vulnerável;A2cd
Mammalia;Carnivora;Procyonidae;Procyon;Procyon cancrivorus;cachorrinho-guaxinim, cachorro-do-mato-guaxinim, cangrejera, guará, Guaxinim, jaracambeva, mão pelada, mapache lavador, mayuato, meia-noite;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys brevicauda;Huallaga Spiny Rat, Rato-de-espinho, Short-tailed Spiny-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys cuvieri;Cuvier’s Spiny-rat, Rato-de-espinho;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys echinothrix;Rato-do-espinho, Stiff-spine Spiny-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys gardneri;Gardner’s Spiny-rat, Rato-de-espinho;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys goeldii;NA;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys guyannensis;Soiá;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys kulinae;NA;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys longicaudatus;NA;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys pattoni;Patton’s Spiny-rat, Rato-do-espinho;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys quadruplicatus;Napo Spiny-rat, Rato-do-espinho;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys roberti;NA;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys simonsi;Rato-do-espinho, Simon’s Spiny-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys steerei;Rato-do-espinho, Steere’s Spiny-rat;Menos Preocupante;NA
Aves;Gruiformes;Psophiidae;Psophia;Psophia crepitans;jacamim-de-costas-cinzentas;Menos Preocupante;NA
Aves;Gruiformes;Psophiidae;Psophia;Psophia dextralis;jacamim-de-costas-marrons;Vulnerável;A2cd
Aves;Gruiformes;Psophiidae;Psophia;Psophia interjecta;jacamim-do-xingu;Em Perigo;A2cd
Aves;Gruiformes;Psophiidae;Psophia;Psophia leucoptera;jacamim-de-costas-brancas;Menos Preocupante;NA
Aves;Gruiformes;Psophiidae;Psophia;Psophia napensis;uru-do-campo;Menos Preocupante;NA
Aves;Gruiformes;Psophiidae;Psophia;Psophia obscura;jacamim-de-costas-escuras;Criticamente em Perigo;A2cd+3cd
Aves;Gruiformes;Psophiidae;Psophia;Psophia ochroptera;jacamim-de-costas-amarelas;Menos Preocupante;NA
Aves;Gruiformes;Psophiidae;Psophia;Psophia viridis;jacamim-de-costas-verdes;Vulnerável;A2c
Mammalia;Carnivora;Mustelidae;Pteronura;Pteronura brasiliensis;Ariranha, lontra gigante, onça-d’água;Vulnerável;A3cd
Mammalia;Carnivora;Felidae;Puma;Puma concolor;Bodeira, Leão-baio, Leãozinho-da-cara-suja, Onça-do-lombo-preto, Onça-parda, Onça-vermelha, Suçuarana;Quase Ameaçada;NA
Aves;Rheiformes;Rheidae;Rhea;Rhea americana;ema;Menos Preocupante;NA
Aves;Tinamiformes;Tinamidae;Rhynchotus;Rhynchotus rufescens;perdiz;Menos Preocupante;NA
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus bicolor;sagui-de-cara-nua, sagui-de-duas-cores, sauim-de-coleira, sauim-de-Manaus;Criticamente em Perigo;A4ace
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus imperator;Bigodeiro, Mono Bigotudo, Mono Nicolás Suárez;Menos Preocupante;NA
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus inustus;Sagui;Menos Preocupante;NA
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus labiatus;Sagui-de-boca-branca;Menos Preocupante;NA
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus martinsi;Morceguinho (rio Nhamundá), Sauim;Menos Preocupante;NA
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus midas;Sagui-da-mão-dourada;Menos Preocupante;NA
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus mystax;Sagui-de-bigode;Menos Preocupante;NA
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus niger;guaribinha, Sagui-una;Vulnerável;A4c
Mammalia;Primates;Callitrichidae;Saguinus;Saguinus ursulus;NA;Quase Ameaçada;NA
Mammalia;Primates;Cebidae;Saimiri;Saimiri boliviensis;Macaco-de-cheiro, Macaco-mão-de-ouro;Menos Preocupante;NA
Mammalia;Primates;Cebidae;Saimiri;Saimiri cassiquiarensis;Macaco-de-cheiro;Menos Preocupante;NA
Mammalia;Primates;Cebidae;Saimiri;Saimiri collinsi;Macaco-de-cheiro, Macaco-mão-de-ouro;Menos Preocupante;NA
Mammalia;Primates;Cebidae;Saimiri;Saimiri macrodon;Macaco-de-cheiro;Menos Preocupante;NA
Mammalia;Primates;Cebidae;Saimiri;Saimiri sciureus;Amarelinho, Capijuba, Macaco-de-cheiro, Mão-de-ouro, Mico-de-cheiro;Menos Preocupante;NA
Mammalia;Primates;Cebidae;Saimiri;Saimiri ustus;Macaco-de-cheiro, Mico-de-cheiro;Menos Preocupante;NA
Mammalia;Primates;Cebidae;Saimiri;Saimiri vanzolinii;Macaco-de-cheiro-de-cabeça-preta;Vulnerável;D2
Mammalia;Primates;Cebidae;Sapajus;Sapajus apella;Macaco-prego;Menos Preocupante;NA
Mammalia;Primates;Cebidae;Sapajus;Sapajus cay;Macaco-prego, macaco-prego-do-papo-amarelo;Vulnerável;A4cd
Mammalia;Primates;Cebidae;Sapajus;Sapajus flavius;Macaco, Macaco-prego, Macaco-prego-galego;Em Perigo;"B2ab(iii,v); C2a(i)"
Mammalia;Primates;Cebidae;Sapajus;Sapajus libidinosus;Macaco-prego, Macaco-prego-amarelo;Quase Ameaçada;NA
Mammalia;Primates;Cebidae;Sapajus;Sapajus nigritus;Macaco-prego, mico;Quase Ameaçada;NA
Mammalia;Primates;Cebidae;Sapajus;Sapajus robustus;Macaco, Macaco-prego-de crista, Macaco-preto, Mico-topetudo;Em Perigo;A4bcde
Mammalia;Primates;Cebidae;Sapajus;Sapajus xanthosternos;Macaco prego do peito amarelo, Macaco-prego-do-peito-amarelo;Em Perigo;C2a(i)
Mammalia;Rodentia;Sciuridae;Sciurillus;Sciurillus pusillus;Neotropical Pygmy Squirrel, Quatipuruzinho;Menos Preocupante;NA
Mammalia;Carnivora;Canidae;Speothos;Speothos venaticus;cachorro-do-mato-vinagre, cachorro-vinagre;Vulnerável;C1
Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus brasiliensis;Coelho;Dados Insuficientes;NA
Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus minensis;NA;Menos Preocupante;NA
Mammalia;Lagomorpha;Leporidae;Sylvilagus;Sylvilagus tapetillus;Rio de Janeiro Dwarf Cottontail, Small tapetí;Quase Ameaçada;NA
Mammalia;Pilosa;Myrmecophagidae;Tamandua;Tamandua tetradactyla;lapichau, Mambira, Meleta, Tamanduá-de-colete, Tamanduá-mirim;Menos Preocupante;NA
Aves;Tinamiformes;Tinamidae;Taoniscus;Taoniscus nanus;codorna-carapé, inhambu-carapé;Em Perigo;B2ab(ii,iii)
Mammalia;Perissodactyla;Tapiridae;Tapirus;Tapirus terrestris;Anta;Vulnerável;A2cd
Mammalia;Cetartiodactyla;Tayassuidae;Tayassu;Tayassu pecari;Queixada;Vulnerável;A4cd
Mammalia;Rodentia;Echimyidae;Thrichomys;Thrichomys apereoides;Common Punaré, Punaré, Rabudo;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Thrichomys;Thrichomys fosteri;Punaré;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Thrichomys;Thrichomys inermis;Highlands Punaré, Jacobina Punaré, Punaré, Rabudo;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Thrichomys;Thrichomys laurentius;Punaré, Rabudo, São Lourenço’s Punaré;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Thrichomys;Thrichomys pachyurus;Punaré, Rabudo;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Thylamys;Thylamys karimii;Catita, Cuíca-de-rabo-grosso, Dwarf Thylamys;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Thylamys;Thylamys macrurus;Catita, Long-tailed Fat-tailed opossum, Opossum-souris À Longue Queue, Paraguayan Fat-tailed mouse opossum;Menos Preocupante;NA
Mammalia;Didelphimorphia;Didelphidae;Thylamys;Thylamys velutinus;Catita, Dwarf mouse opossum;Menos Preocupante;NA
Aves;Tinamiformes;Tinamidae;Tinamus;Tinamus guttatus;inhambu-galinha;Menos Preocupante;NA
Aves;Tinamiformes;Tinamidae;Tinamus;Tinamus major;inhambu-de-cabeça-vermelha;Menos Preocupante;NA
Aves;Tinamiformes;Tinamidae;Tinamus;Tinamus solitarius;macuco;Quase Ameaçada;NA
Aves;Tinamiformes;Tinamidae;Tinamus;Tinamus tao;azulona;Vulnerável;A2cd
Mammalia;Cingulata;Dasypodidae;Tolypeutes;Tolypeutes matacus;Tatu-bola;Quase Ameaçada;NA
Mammalia;Cingulata;Dasypodidae;Tolypeutes;Tolypeutes tricinctus;Bola, Bolinha, Tatu-apara, Tatu-bola;Em Perigo;B2ab(i,ii,iii)
Mammalia;Rodentia;Echimyidae;Toromys;Toromys grandis;Giant Tree-rat, Rato-da-árvore;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys albispinus;Rato-do-espinho, White-spined Atlantic Spiny-rat, White-spined Spiny Rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys bonafidei;Rato-do-espinho, Serra dos Órgãos Atlantic Spiny-rat;Quase Ameaçada;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys dimidiatus;Rato-do-espinho, Rio de Janeiro Spiny Rat, Soft-spined Atlantic Spiny-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys elegans;Rato de Espinho;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys eliasi;Elias Atlantic Spiny-rat, Rato-do-espinho;Vulnerável;B1ab(iii)+2ab(iii)
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys gratiosus;NA;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys iheringi;Ihering’s Atlantic Spiny-rat, Rato-do-espinho, São Paulo Spiny Rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys mirapitanga;Dark-caped Atlantic Spiny-rat, Rato-do-espinho;Em Perigo;B1ab(iii)
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys moojeni;Moojen’s Atlantic Spiny-rat, Rato-de-espinho;Em Perigo;B1ab(iii)+2ab(iii)
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys paratus;Rato-do-espinho, Rigid- spined Atlantic Spiny Rat, Spiked Atlantic Spiny-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys setosus;Elegant- spined Atlantic Spiny rat, Hairy Atlantic Spiny-rat, Hairy Spiny Rat, Rato-do-espinho;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys yonenagae;Rato-do-espinho, Yonenaga’s Atlantic Spiny-rat;Em Perigo;B1ab(ii,iii)
